,singleSetAffix,affixName,affixDisplayName,affixTitle,affixId,levelRequirement,type,standardAffixEffectModifier,rerollChance,group,canRollOn,specificRerollChances,rollsOn,classSpecificity,tiers,titleType,t6Compatibility,affixProperties,rarityTier 
429,False,Frailty Chance,Chance to Apply Frailty on Hit,of Frailty,429,25,1,0,0,1,"[20, 22, 4]",[],0,0,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.12, 'max': 0.15}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.16, 'max': 0.19}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.2, 'max': 0.23}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.24, 'max': 0.27}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.28, 'max': 0.35}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.44, 'max': 0.55}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.56, 'max': 0.7}]}]",0,0,"[{'modDisplayName': None, 'property': 1, 'specialTag': 16, 'tags': 0, 'modifierType': 0, 'setProperty': 0}]",T4
106,False,Idol Health on Kill,Health on Kill,Sanctified,106,0,0,0,0,0,"[27, 33]","[{'equipmentType': 33, 'rerollChance': 0.6}]",1,0,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 10, 'max': 20}]}]",0,0,"[{'modDisplayName': None, 'property': 38, 'specialTag': 3, 'tags': 0, 'modifierType': 0, 'setProperty': 0}]",T4
431,False,Increased Bow Damage,Bow Damage,Ranger's,431,0,0,0,0,2,"[23, 24, 17]",[],0,0,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.06, 'max': 0.12}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.13, 'max': 0.21}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.22, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.31, 'max': 0.39}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.4, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.75, 'max': 0.95}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.96, 'max': 10.2}]}]",0,0,"[{'modDisplayName': None, 'property': 0, 'specialTag': 0, 'tags': 2048, 'modifierType': 1, 'setProperty': 0}]",T4
432,False,Increased Bow Attack Speed,Bow Attack Speed,Swift,432,0,0,0,0,2,"[23, 24, 17]",[],0,0,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.04, 'max': 0.05}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.06, 'max': 0.07}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.08, 'max': 0.09}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.1, 'max': 0.11}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.12, 'max': 0.15}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.18, 'max': 0.23}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.24, 'max': 0.3}]}]",0,0,"[{'modDisplayName': None, 'property': 2, 'specialTag': 0, 'tags': 2048, 'modifierType': 1, 'setProperty': 0}]",T4
433,False,Added Bow Physical Damage,Bow Physical Damage,Honed,433,0,0,0,0,0,"[23, 24, 17]",[],0,0,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 5}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 6, 'max': 7}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 8, 'max': 9}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 10, 'max': 12}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 15, 'max': 19}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 20, 'max': 24}]}]",0,0,"[{'modDisplayName': None, 'property': 0, 'specialTag': 0, 'tags': 2049, 'modifierType': 0, 'setProperty': 0}]",T4
434,False,Added Bow Fire Damage,Bow Fire Damage,Pillager's,434,0,0,0,0,0,"[23, 24, 17]",[],0,0,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 5}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 6, 'max': 7}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 8, 'max': 9}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 10, 'max': 12}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 15, 'max': 19}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 20, 'max': 24}]}]",0,0,"[{'modDisplayName': None, 'property': 0, 'specialTag': 0, 'tags': 2056, 'modifierType': 0, 'setProperty': 0}]",T4
435,False,Acolyte Chance To Cast Marrow Shards When You Cast Transplant,Chance To Cast Marrow Shards When You Cast Transplant,of Orthomancy,435,13,0,0,0.89,6,"[0, 1]",[],0,16,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.05, 'max': 0.07}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.08, 'max': 0.15}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.16, 'max': 0.25}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.26, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.31, 'max': 0.4}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.55, 'max': 0.75}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.76, 'max': 1}]}]",1,0,"[{'modDisplayName': None, 'property': 58, 'specialTag': 1, 'tags': 253, 'modifierType': 0, 'setProperty': 0}]",T1
436,False,Idol Rogue Ward Gained when you create a Shadow,Ward Gained When You Create a Shadow,of Obscurity,436,0,1,0,0,0,"[30, 32]",[],1,32,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 5, 'max': 15}]}]",0,0,"[{'modDisplayName': None, 'property': 58, 'specialTag': 3, 'tags': 469, 'modifierType': 0, 'setProperty': 0}]",T4
437,False,Rogue Ward Gained when you create a Shadow,Ward Gained When You Create a Shadow,of Obscurity,437,18,0,0,0.89,1,"[0, 1]",[],0,32,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 16, 'max': 20}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 21, 'max': 25}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 26, 'max': 30}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 31, 'max': 37}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 38, 'max': 50}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 65, 'max': 85}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 86, 'max': 110}]}]",1,0,"[{'modDisplayName': None, 'property': 58, 'specialTag': 3, 'tags': 469, 'modifierType': 0, 'setProperty': 0}]",T1
438,False,Idol Rogue Increased Damage of Shadows,Increased Damage of Attacks use by Shadows,of Shadows,438,0,1,0,0,0,"[30, 32]",[],1,32,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.25, 'max': 0.6}]}]",0,0,"[{'modDisplayName': None, 'property': 58, 'specialTag': 2, 'tags': 469, 'modifierType': 0, 'setProperty': 0}]",T4
439,False,Rogue Increased Damage of Shadows,Increased Damage of Skills use by Shadows,of Shadows,439,35,0,0,0.89,2,"[0, 1]",[],0,32,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.41, 'max': 0.5}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.51, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.61, 'max': 0.7}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.71, 'max': 0.8}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.81, 'max': 1}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 10.35, 'max': 10.8}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 10.81, 'max': 20.4}]}]",1,0,"[{'modDisplayName': None, 'property': 58, 'specialTag': 2, 'tags': 469, 'modifierType': 0, 'setProperty': 0}]",T1
440,False,Rogue Health Gained on Glancing Blow,Health Gained on Glancing Blow,of Determination,440,32,0,0.5,0.89,0,"[0, 1]",[],0,32,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 6, 'max': 7}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 8, 'max': 9}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 10, 'max': 11}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 12, 'max': 13}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 14, 'max': 18}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 23, 'max': 28}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 29, 'max': 36}]}]",1,0,"[{'modDisplayName': None, 'property': 98, 'specialTag': 0, 'tags': 96, 'modifierType': 0, 'setProperty': 0}]",T1
441,False,Idol Rogue Dodge Rating if Hit Recently,Dodge Rating if Hit Recently,of Escape,441,0,1,0,0,0,"[29, 31, 33]",[],1,32,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 50, 'max': 120}]}]",0,0,"[{'modDisplayName': None, 'property': 98, 'specialTag': 0, 'tags': 103, 'modifierType': 0, 'setProperty': 0}]",T4
442,False,Rogue Dodge Rating if Hit Recently,Dodge Rating if Hit Recently,of Escape,442,25,0,0,0.89,0,"[0, 1]",[],0,32,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 60, 'max': 72}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 73, 'max': 85}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 86, 'max': 100}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 101, 'max': 120}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 121, 'max': 160}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 210, 'max': 270}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 271, 'max': 360}]}]",1,0,"[{'modDisplayName': None, 'property': 98, 'specialTag': 0, 'tags': 103, 'modifierType': 0, 'setProperty': 0}]",T1
443,False,Rogue Crimson Shroud Chance on Melee Hit,Chance to gain Crimson Shroud when you use a Melee Attack that hits,of Shrouding Blood,443,48,0,0.5,0.89,1,[1],[],0,32,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.12, 'max': 0.15}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.16, 'max': 0.19}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.2, 'max': 0.23}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.24, 'max': 0.28}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.29, 'max': 0.35}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.44, 'max': 0.55}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.56, 'max': 0.7}]}]",1,0,"[{'modDisplayName': None, 'property': 98, 'specialTag': 0, 'tags': 107, 'modifierType': 0, 'setProperty': 0}]",T1
444,False,Idol Rogue Bow Attack Speed for 3 seconds when you use a Bow Attack,Increased Bow Attack Speed for 3 seconds when you use a Bow Attack (10 second cooldown),Tense,444,0,0,0,0,0,[33],[],1,32,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.07, 'max': 0.21}]}]",0,0,"[{'modDisplayName': None, 'property': 98, 'specialTag': 0, 'tags': 116, 'modifierType': 0, 'setProperty': 0}]",T4
445,False,Idol Rogue Increased Critical Strike Chance per Equipped Sword,Increased Critical Strike Chance per Equipped Sword,Duellist's,445,0,0,0,0,0,[29],[],1,32,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.2, 'max': 0.55}]}]",0,0,"[{'modDisplayName': None, 'property': 98, 'specialTag': 0, 'tags': 94, 'modifierType': 0, 'setProperty': 0}]",T4
446,False,Rogue Increased Critical Strike Chance per Equipped Sword,Increased Critical Strike Chance per Equipped Sword,of Duelling,446,41,0,0,0.89,2,[1],[],0,32,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.31, 'max': 0.35}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.36, 'max': 0.4}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.41, 'max': 0.45}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.46, 'max': 0.5}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.51, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.75, 'max': 0.95}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.96, 'max': 10.2}]}]",1,0,"[{'modDisplayName': None, 'property': 98, 'specialTag': 0, 'tags': 94, 'modifierType': 0, 'setProperty': 0}]",T1
447,False,Idol Rogue Increased Critical Strike Chance per Equipped Dagger,Increased Critical Strike Chance per Equipped Dagger,Ferret's,447,0,0,0,0,0,[31],[],1,32,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.2, 'max': 0.55}]}]",0,0,"[{'modDisplayName': None, 'property': 98, 'specialTag': 0, 'tags': 95, 'modifierType': 0, 'setProperty': 0}]",T4
448,False,Rogue Increased Critical Strike Chance per Equipped Dagger,Increased Critical Strike Chance per Equipped Dagger,of the Ferret,448,41,0,0,0.89,2,[0],[],0,32,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.31, 'max': 0.35}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.36, 'max': 0.4}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.41, 'max': 0.45}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.46, 'max': 0.5}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.51, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.75, 'max': 0.95}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.96, 'max': 10.2}]}]",1,0,"[{'modDisplayName': None, 'property': 98, 'specialTag': 0, 'tags': 95, 'modifierType': 0, 'setProperty': 0}]",T1
449,False,Rogue Chance to gain Dusk Shroud When Hit,Chance to gain Dusk Shroud When Hit,of Dusk,449,43,0,0.5,0.89,0,[1],[],0,32,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.12, 'max': 0.16}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.17, 'max': 0.21}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.22, 'max': 0.26}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.27, 'max': 0.32}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.33, 'max': 0.4}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.5, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.61, 'max': 0.8}]}]",1,0,"[{'modDisplayName': None, 'property': 98, 'specialTag': 0, 'tags': 97, 'modifierType': 0, 'setProperty': 0}]",T1
450,False,Idol Rogue Bleed Chance per Equipped Sword,Bleed Chance per Equipped Sword,Gutting,450,0,0,0,0,0,[33],[],1,32,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.13, 'max': 0.35}]}]",0,0,"[{'modDisplayName': None, 'property': 98, 'specialTag': 0, 'tags': 98, 'modifierType': 0, 'setProperty': 0}]",T4
451,False,Rogue Bleed Chance per Equipped Sword,Bleed Chance per Equipped Sword,of Gutting,451,27,0,0.5,0.89,3,[1],[],0,32,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.31, 'max': 0.35}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.36, 'max': 0.4}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.41, 'max': 0.45}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.46, 'max': 0.5}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.51, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.75, 'max': 0.95}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.96, 'max': 10.2}]}]",1,0,"[{'modDisplayName': None, 'property': 98, 'specialTag': 0, 'tags': 98, 'modifierType': 0, 'setProperty': 0}]",T1
452,False,Idol Rogue Poison Chance per Equipped Dagger,Poison Chance per Equipped Dagger,Cobra's,452,0,0,0,0,0,[33],[],1,32,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.13, 'max': 0.35}]}]",0,0,"[{'modDisplayName': None, 'property': 98, 'specialTag': 0, 'tags': 99, 'modifierType': 0, 'setProperty': 0}]",T4
453,False,Rogue Poison Chance per Equipped Dagger,Poison Chance per Equipped Dagger,of the Cobra,453,27,0,0,0.89,3,[0],[],0,32,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.18, 'max': 0.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.21, 'max': 0.23}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.24, 'max': 0.27}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.28, 'max': 0.32}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.33, 'max': 0.4}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.5, 'max': 0.65}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.66, 'max': 0.85}]}]",1,0,"[{'modDisplayName': None, 'property': 98, 'specialTag': 0, 'tags': 99, 'modifierType': 0, 'setProperty': 0}]",T1
454,False,Rogue Dusk Shroud Chance on Melee Hit,Chance to gain Dusk Shroud when you use a Melee Attack that hits,of Nightfall,454,36,0,0.5,0.89,1,[1],[],0,32,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.17, 'max': 0.21}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.22, 'max': 0.26}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.27, 'max': 0.31}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.32, 'max': 0.36}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.37, 'max': 0.45}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.55, 'max': 0.7}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.71, 'max': 0.9}]}]",1,0,"[{'modDisplayName': None, 'property': 98, 'specialTag': 0, 'tags': 102, 'modifierType': 0, 'setProperty': 0}]",T1
455,False,Idol Rogue Health Gained on Dodge,Health Gained on Dodge,of the Dance,455,0,1,0,0,0,"[30, 32]",[],1,32,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 5, 'max': 12}]}]",0,0,"[{'modDisplayName': None, 'property': 98, 'specialTag': 0, 'tags': 118, 'modifierType': 0, 'setProperty': 0}]",T4
456,False,Idol Rogue Critical Strike Multiplier while dual wielding,Critical Strike Multiplier while dual wielding,Twinned,456,0,0,0,0,0,[29],[],1,32,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.12, 'max': 0.3}]}]",0,0,"[{'modDisplayName': None, 'property': 98, 'specialTag': 0, 'tags': 119, 'modifierType': 0, 'setProperty': 0}]",T4
457,False,Rogue Added Physical Throwing Damage while dual wielding,Added Physical Throwing Damage while dual wielding,of the Porcupine,457,55,0,0,0.89,3,[0],[],0,32,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 5, 'max': 6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 7, 'max': 8}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 9, 'max': 10}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 11, 'max': 13}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 14, 'max': 17}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 22, 'max': 26}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 27, 'max': 34}]}]",1,0,"[{'modDisplayName': None, 'property': 98, 'specialTag': 0, 'tags': 120, 'modifierType': 0, 'setProperty': 0}]",T1
458,False,Idol Rogue Increased damage while wielding a sword,Increased damage while wielding a sword,of Fencing,458,0,1,0,0,0,"[29, 31, 33]",[],1,32,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.17, 'max': 0.45}]}]",0,0,"[{'modDisplayName': None, 'property': 98, 'specialTag': 0, 'tags': 121, 'modifierType': 0, 'setProperty': 0}]",T4
459,False,Rogue Increased damage while wielding a sword,Increased damage while wielding a sword,of Fencing,459,29,0,0,0.89,2,"[0, 1]",[],0,32,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.26, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.31, 'max': 0.35}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.36, 'max': 0.4}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.41, 'max': 0.47}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.48, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.75, 'max': 0.95}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.96, 'max': 10.2}]}]",1,0,"[{'modDisplayName': None, 'property': 98, 'specialTag': 0, 'tags': 121, 'modifierType': 0, 'setProperty': 0}]",T1
460,False,Idol Rogue Increased damage while wielding a dagger,Increased damage while wielding a dagger,of Dagger Mastery,460,0,1,0,0,0,"[29, 31, 33]",[],1,32,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.17, 'max': 0.45}]}]",0,0,"[{'modDisplayName': None, 'property': 98, 'specialTag': 0, 'tags': 122, 'modifierType': 0, 'setProperty': 0}]",T4
461,False,Rogue Increased damage while wielding a dagger,Increased damage while wielding a dagger,of Dagger Mastery,461,29,0,0,0.89,2,"[0, 1]",[],0,32,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.26, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.31, 'max': 0.35}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.36, 'max': 0.4}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.41, 'max': 0.47}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.48, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.75, 'max': 0.95}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.96, 'max': 10.2}]}]",1,0,"[{'modDisplayName': None, 'property': 98, 'specialTag': 0, 'tags': 122, 'modifierType': 0, 'setProperty': 0}]",T1
462,False,Idol Rogue Increased damage while wielding a bow,Increased damage while wielding a bow,of Bow Mastery,462,0,1,0,0,0,"[30, 32]",[],1,32,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.17, 'max': 0.45}]}]",0,0,"[{'modDisplayName': None, 'property': 98, 'specialTag': 0, 'tags': 123, 'modifierType': 0, 'setProperty': 0}]",T4
463,False,Rogue Increased damage while wielding a bow,Increased damage while wielding a bow,of Bow Mastery,463,29,0,0,0.89,2,"[0, 1]",[],0,32,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.26, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.31, 'max': 0.35}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.36, 'max': 0.4}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.41, 'max': 0.47}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.48, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.75, 'max': 0.95}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.96, 'max': 10.2}]}]",1,0,"[{'modDisplayName': None, 'property': 98, 'specialTag': 0, 'tags': 123, 'modifierType': 0, 'setProperty': 0}]",T1
464,False,Idol Rogue Physical Penetration while wielding a dagger,Physical Penetration while wielding a dagger,Impaling,464,0,0,0,0,0,[32],[],1,32,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.04, 'max': 0.09}]}]",0,0,"[{'modDisplayName': None, 'property': 98, 'specialTag': 0, 'tags': 124, 'modifierType': 0, 'setProperty': 0}]",T4
465,False,Idol Rogue Fire Penetration while wielding a dagger,Fire Penetration while wielding a dagger,Duneforged,465,0,0,0,0,0,[32],[],1,32,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.04, 'max': 0.09}]}]",0,0,"[{'modDisplayName': None, 'property': 98, 'specialTag': 0, 'tags': 125, 'modifierType': 0, 'setProperty': 0}]",T4
466,False,Idol Rogue Increased Physical Damage over Time,Physical Damage over Time,of Blood Loss,466,0,1,0,0,0,"[30, 32]",[],1,32,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.33, 'max': 0.9}]}]",0,0,"[{'modDisplayName': None, 'property': 0, 'specialTag': 0, 'tags': 4097, 'modifierType': 1, 'setProperty': 0}]",T4
467,False,Idol Rogue Increased Ignite Effect,Increased Ignite Effect,Searing,467,0,0,0,0,0,[31],[],1,32,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.09, 'max': 0.16}]}]",0,0,"[{'modDisplayName': None, 'property': 43, 'specialTag': 1, 'tags': 0, 'modifierType': 0, 'setProperty': 0}]",T4
468,False,Rogue Increased Ignite Effect,Increased Ignite Effect,of Smoldering,468,55,0,0,0.89,2,"[0, 1]",[],0,32,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.07, 'max': 0.07}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.08, 'max': 0.08}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.09, 'max': 0.1}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.11, 'max': 0.12}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.13, 'max': 0.16}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.2, 'max': 0.24}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.25, 'max': 0.3}]}]",1,0,"[{'modDisplayName': None, 'property': 43, 'specialTag': 1, 'tags': 0, 'modifierType': 0, 'setProperty': 0}]",T1
