,singleSetAffix,affixName,affixDisplayName,affixTitle,affixId,levelRequirement,type,standardAffixEffectModifier,rerollChance,group,canRollOn,specificRerollChances,rollsOn,classSpecificity,tiers,titleType,t6Compatibility,affixProperties,rarityTier
552,False,Mage Level of Teleport,Level of Teleport,,552,12,0,0,0.86,5,[0],[],0,4,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 5, 'max': 8}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 9, 'max': 12}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 13, 'max': 16}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 17, 'max': 20}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 21, 'max': 25}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 30, 'max': 34}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 35, 'max': 40}]}]",1,0,"[{'modDisplayName': 'Teleport', 'property': 88, 'specialTag': 1, 'tags': 179, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Mana', 'property': 8, 'specialTag': 0, 'tags': 0, 'modifierType': 0, 'setProperty': 0}]",T1
553,False,Mage Level of Volcanic Orb,Level of Volcanic Orb,,553,17,0,0,0.86,6,[22],[],0,4,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.05, 'max': 0.1}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.11, 'max': 0.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.21, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.31, 'max': 0.4}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.41, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 0.71, 'max': 0.8}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 0.81, 'max': 1}]}]",1,0,"[{'modDisplayName': 'Volcanic Orb', 'property': 88, 'specialTag': 1, 'tags': 78, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Spell Damage', 'property': 0, 'specialTag': 0, 'tags': 256, 'modifierType': 1, 'setProperty': 0}]",T1
554,False,Mage Level of Black Hole,Level of Black Hole,,554,50,0,0,0.86,6,[22],[],0,4,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.05, 'max': 0.1}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.11, 'max': 0.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.21, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.31, 'max': 0.4}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.41, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 0.71, 'max': 0.8}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 0.81, 'max': 1}]}]",1,0,"[{'modDisplayName': 'Black Hole', 'property': 88, 'specialTag': 1, 'tags': 15, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Spell Damage', 'property': 0, 'specialTag': 0, 'tags': 256, 'modifierType': 1, 'setProperty': 0}]",T1
555,False,Primalist Level of Summon Bear,Level of Summon Bear,,555,25,0,0,0.86,6,[0],[],0,2,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.05, 'max': 0.1}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.11, 'max': 0.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.21, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.31, 'max': 0.4}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.41, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 0.71, 'max': 0.8}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 0.81, 'max': 1}]}]",1,0,"[{'modDisplayName': 'Summon Bear', 'property': 88, 'specialTag': 1, 'tags': 56, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Minion Damage', 'property': 0, 'specialTag': 0, 'tags': 8192, 'modifierType': 1, 'setProperty': 0}]",T1
556,False,Mage Level of Static Orb,Level of Static Orb,,556,4,0,0,0.86,6,[0],[],0,4,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.05, 'max': 0.1}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.11, 'max': 0.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.21, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.31, 'max': 0.4}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.41, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 0.71, 'max': 0.8}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 0.81, 'max': 1}]}]",1,0,"[{'modDisplayName': 'Static Orb', 'property': 88, 'specialTag': 1, 'tags': 65, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Spell Damage', 'property': 0, 'specialTag': 0, 'tags': 256, 'modifierType': 1, 'setProperty': 0}]",T1
557,False,Mage Level of Lightning Blast,Level of Lightning Blast,,557,4,0,0,0.86,6,[0],[],0,4,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.05, 'max': 0.1}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.11, 'max': 0.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.21, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.31, 'max': 0.4}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.41, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 0.71, 'max': 0.8}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 0.81, 'max': 1}]}]",1,0,"[{'modDisplayName': 'Lightning Blast', 'property': 88, 'specialTag': 1, 'tags': 39, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Spell Damage', 'property': 0, 'specialTag': 0, 'tags': 256, 'modifierType': 1, 'setProperty': 0}]",T1
558,False,Primalist Level of Serpent Strike,Level of Serpent Strike,,558,22,0,0,0.86,6,[22],[],0,2,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.05, 'max': 0.1}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.11, 'max': 0.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.21, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.31, 'max': 0.4}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.41, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 0.71, 'max': 0.8}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 0.81, 'max': 1}]}]",1,0,"[{'modDisplayName': 'Serpent Strike', 'property': 88, 'specialTag': 1, 'tags': 61, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Melee Damage', 'property': 0, 'specialTag': 0, 'tags': 512, 'modifierType': 1, 'setProperty': 0}]",T1
559,False,Primalist Level of Entangling Roots,Level of Entangling Roots,,559,25,0,0,0.86,6,[0],[],0,2,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.05, 'max': 0.1}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.11, 'max': 0.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.21, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.31, 'max': 0.4}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.41, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 0.71, 'max': 0.8}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 0.81, 'max': 1}]}]",1,0,"[{'modDisplayName': 'Entangling Roots', 'property': 88, 'specialTag': 1, 'tags': 71, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Spell Damage', 'property': 0, 'specialTag': 0, 'tags': 256, 'modifierType': 1, 'setProperty': 0}]",T1
560,False,Sentinel Level of Anomaly,Level of Anomaly,,560,50,0,0,0.86,6,[0],[],0,8,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.05, 'max': 0.1}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.11, 'max': 0.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.21, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.31, 'max': 0.4}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.41, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 0.71, 'max': 0.8}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 0.81, 'max': 1}]}]",1,0,"[{'modDisplayName': 'Anomaly', 'property': 88, 'specialTag': 1, 'tags': 74, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Void Damage', 'property': 0, 'specialTag': 0, 'tags': 16, 'modifierType': 1, 'setProperty': 0}]",T1
561,False,Sentinel Level of Warpath,Level of Warpath,,561,4,0,0.5,0.86,6,[1],[],0,8,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.08, 'max': 0.15}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.16, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.31, 'max': 0.45}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.46, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.61, 'max': 0.9}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 10.06, 'max': 10.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 10.21, 'max': 10.5}]}]",1,0,"[{'modDisplayName': 'Warpath', 'property': 88, 'specialTag': 1, 'tags': 97, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Melee Damage', 'property': 0, 'specialTag': 0, 'tags': 512, 'modifierType': 1, 'setProperty': 0}]",T1
562,False,Sentinel Level of Devouring Orb,Level of Devouring Orb,,562,35,0,0,0.86,6,[0],[],0,8,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.05, 'max': 0.1}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.11, 'max': 0.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.21, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.31, 'max': 0.4}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.41, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 0.71, 'max': 0.8}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 0.81, 'max': 1}]}]",1,0,"[{'modDisplayName': 'Devouring Orb', 'property': 88, 'specialTag': 1, 'tags': 88, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Void Damage', 'property': 0, 'specialTag': 0, 'tags': 16, 'modifierType': 1, 'setProperty': 0}]",T1
563,False,Sentinel Level of Rive,Level of Rive,,563,6,0,0.5,0.86,6,[1],[],0,8,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.08, 'max': 0.15}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.16, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.31, 'max': 0.45}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.46, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.61, 'max': 0.9}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 10.06, 'max': 10.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 10.21, 'max': 10.5}]}]",1,0,"[{'modDisplayName': 'Rive', 'property': 88, 'specialTag': 1, 'tags': 91, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Melee Damage', 'property': 0, 'specialTag': 0, 'tags': 512, 'modifierType': 1, 'setProperty': 0}]",T1
564,False,Sentinel Level of Hammer Throw,Level of Hammer Throw,,564,4,0,0,0.86,6,[22],[],0,8,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.05, 'max': 0.1}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.11, 'max': 0.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.21, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.31, 'max': 0.4}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.41, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 0.71, 'max': 0.8}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 0.81, 'max': 1}]}]",1,0,"[{'modDisplayName': 'Hammer Throw', 'property': 88, 'specialTag': 1, 'tags': 106, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Throwing Damage', 'property': 0, 'specialTag': 0, 'tags': 1024, 'modifierType': 1, 'setProperty': 0}]",T1
565,False,Sentinel Level of Shield Rush,Level of Shield Rush,,565,12,0,0.5,0.86,6,[1],[],0,8,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.08, 'max': 0.15}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.16, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.31, 'max': 0.45}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.46, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.61, 'max': 0.9}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 10.06, 'max': 10.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 10.21, 'max': 10.5}]}]",1,0,"[{'modDisplayName': 'Shield Rush', 'property': 88, 'specialTag': 1, 'tags': 101, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Melee Damage', 'property': 0, 'specialTag': 0, 'tags': 512, 'modifierType': 1, 'setProperty': 0}]",T1
566,False,Sentinel Level of Volatile Reversal,Level of Volatile Reversal,,566,25,0,0,0.86,6,[0],[],0,8,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.05, 'max': 0.1}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.11, 'max': 0.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.21, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.31, 'max': 0.4}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.41, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 0.71, 'max': 0.8}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 0.81, 'max': 1}]}]",1,0,"[{'modDisplayName': 'Volatile Reversal', 'property': 88, 'specialTag': 1, 'tags': 100, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Void Damage', 'property': 0, 'specialTag': 0, 'tags': 16, 'modifierType': 1, 'setProperty': 0}]",T1
567,False,Sentinel Level of Abyssal Echoes,Level of Abyssal Echoes,,567,30,0,0.5,0.86,6,[1],[],0,8,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.08, 'max': 0.15}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.16, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.31, 'max': 0.45}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.46, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.61, 'max': 0.9}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 10.06, 'max': 10.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 10.21, 'max': 10.5}]}]",1,0,"[{'modDisplayName': 'Abyssal Echoes', 'property': 88, 'specialTag': 1, 'tags': 118, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Void Damage', 'property': 0, 'specialTag': 0, 'tags': 16, 'modifierType': 1, 'setProperty': 0}]",T1
568,False,Sentinel Level of Erasing Strike,Level of Erasing Strike,,568,25,0,0.5,0.86,6,[1],[],0,8,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.08, 'max': 0.15}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.16, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.31, 'max': 0.45}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.46, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.61, 'max': 0.9}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 10.06, 'max': 10.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 10.21, 'max': 10.5}]}]",1,0,"[{'modDisplayName': 'Erasing Strike', 'property': 88, 'specialTag': 1, 'tags': 114, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Void Damage', 'property': 0, 'specialTag': 0, 'tags': 16, 'modifierType': 1, 'setProperty': 0}]",T1
569,False,Sentinel Level of Vengeance,Level of Vengeance,,569,4,0,0,0.86,6,[0],[],0,8,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.05, 'max': 0.1}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.11, 'max': 0.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.21, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.31, 'max': 0.4}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.41, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 0.71, 'max': 0.8}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 0.81, 'max': 1}]}]",1,0,"[{'modDisplayName': 'Vengeance', 'property': 88, 'specialTag': 1, 'tags': 107, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Melee Damage', 'property': 0, 'specialTag': 0, 'tags': 512, 'modifierType': 1, 'setProperty': 0}]",T1
570,False,Sentinel Level of Shield Throw,Level of Shield Throw,,570,17,0,0,0.86,6,[0],[],0,8,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.05, 'max': 0.1}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.11, 'max': 0.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.21, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.31, 'max': 0.4}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.41, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 0.71, 'max': 0.8}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 0.81, 'max': 1}]}]",1,0,"[{'modDisplayName': 'Shield Throw', 'property': 88, 'specialTag': 1, 'tags': 267, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Throwing Damage', 'property': 0, 'specialTag': 0, 'tags': 1024, 'modifierType': 1, 'setProperty': 0}]",T1
572,False,Acolyte Level of Summon Skeleton,Level of Summon Skeleton,,572,4,0,0.5,0.86,6,[1],[],0,16,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.08, 'max': 0.15}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.16, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.31, 'max': 0.45}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.46, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.61, 'max': 0.9}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 10.06, 'max': 10.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 10.21, 'max': 10.5}]}]",1,0,"[{'modDisplayName': 'Summon Skeleton', 'property': 88, 'specialTag': 1, 'tags': 120, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Minion Damage', 'property': 0, 'specialTag': 0, 'tags': 8192, 'modifierType': 1, 'setProperty': 0}]",T1
573,False,Acolyte Level of Infernal Shade,Level of Infernal Shade,,573,22,0,0,0.86,6,[22],[],0,16,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.05, 'max': 0.1}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.11, 'max': 0.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.21, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.31, 'max': 0.4}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.41, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 0.71, 'max': 0.8}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 0.81, 'max': 1}]}]",1,0,"[{'modDisplayName': 'Infernal Shade', 'property': 88, 'specialTag': 1, 'tags': 370, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Spell Damage', 'property': 0, 'specialTag': 0, 'tags': 256, 'modifierType': 1, 'setProperty': 0}]",T1
