,Unnamed: 0,baseTypeName,baseTypeId,maxAffixes,affixEffectModifier,size,type,isWeapon,maxSockets,minimumDropLevel,rerollChance,subTypeClassSpecificity,classAffinity,affinityRerollChance,usePerClassIncompatibilityDropLists,perClassIncompatibilityDropLists,displayName,subTypeId,levelRequirement,cannotDrop,itemTags,implicits,addedWeaponRange,attackRate,classRequirement,subClassRequirement,IMSetTier,uniques.1.displayName,uniques.1.overrideLevelRequirement,uniques.1.levelRequirement,uniques.1.uniqueId,uniques.1.setId,uniques.1.rerollChance,uniques.1.noWorldDrops,uniques.1.isFractureUnique,uniques.1.isSetUnique,uniques.1.isLegendary,uniques.1.basicMods,uniques.1.descriptionParts,uniques.1.loreText,uniques.1.sprite,uniques.1.hideLevelRequirement,uniques.2.displayName,uniques.2.overrideLevelRequirement,uniques.2.levelRequirement,uniques.2.uniqueId,uniques.2.setId,uniques.2.rerollChance,uniques.2.noWorldDrops,uniques.2.isFractureUnique,uniques.2.isSetUnique,uniques.2.isLegendary,uniques.2.basicMods,uniques.2.descriptionParts,uniques.2.loreText,uniques.2.sprite,uniques.2.hideLevelRequirement
411,411,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Grand Mark of Agony,9,0,0,0,"[{'property': 104, 'specialTag': 0, 'tags': 33, 'type': 0, 'implicitValue': 0.51, 'implicitMaxValue': 1}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,412,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Memory of the Living,10,0,0,0,"[{'property': 104, 'specialTag': 1, 'tags': 2, 'type': 0, 'implicitValue': 0.1, 'implicitMaxValue': 0.15}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,413,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Grand Memory of the Living,11,0,0,0,"[{'property': 104, 'specialTag': 1, 'tags': 2, 'type': 0, 'implicitValue': 0.16, 'implicitMaxValue': 0.25}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,414,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Sign of Torment,12,0,0,0,"[{'property': 104, 'specialTag': 1, 'tags': 1, 'type': 0, 'implicitValue': 0.1, 'implicitMaxValue': 0.15}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,415,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Grand Sign of Torment,13,0,0,0,"[{'property': 104, 'specialTag': 1, 'tags': 1, 'type': 0, 'implicitValue': 0.16, 'implicitMaxValue': 0.25}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,416,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Cruelty of Formosus,14,0,0,0,"[{'property': 104, 'specialTag': 0, 'tags': 10, 'type': 0, 'implicitValue': 0.3, 'implicitMaxValue': 0.45}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,417,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Savior of the North,15,0,0,0,"[{'property': 104, 'specialTag': 0, 'tags': 8, 'type': 0, 'implicitValue': 0.3, 'implicitMaxValue': 0.45}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,418,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Chill of Death,16,0,0,0,"[{'property': 104, 'specialTag': 0, 'tags': 15, 'type': 0, 'implicitValue': 0.3, 'implicitMaxValue': 0.45}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,419,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Enmity of the Clans,17,0,0,0,"[{'property': 104, 'specialTag': 0, 'tags': 9, 'type': 0, 'implicitValue': 0.3, 'implicitMaxValue': 0.45}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,420,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Ambition of the Empire,18,0,0,0,"[{'property': 104, 'specialTag': 0, 'tags': 16, 'type': 0, 'implicitValue': 0.3, 'implicitMaxValue': 0.45}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,421,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Scars of Blood,19,0,0,0,"[{'property': 104, 'specialTag': 0, 'tags': 5, 'type': 0, 'implicitValue': 0.3, 'implicitMaxValue': 0.45}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,422,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Favor of the Wengari,20,0,0,0,"[{'property': 104, 'specialTag': 0, 'tags': 12, 'type': 0, 'implicitValue': 0.3, 'implicitMaxValue': 0.45}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,423,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Resolve of Frost,21,0,0,0,"[{'property': 104, 'specialTag': 0, 'tags': 7, 'type': 0, 'implicitValue': 0.3, 'implicitMaxValue': 0.45}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,424,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Shards of Unity,22,0,0,0,"[{'property': 104, 'specialTag': 0, 'tags': 13, 'type': 0, 'implicitValue': 0.3, 'implicitMaxValue': 0.45}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,425,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Remorse of Heorot,23,0,0,0,"[{'property': 104, 'specialTag': 0, 'tags': 14, 'type': 0, 'implicitValue': 0.3, 'implicitMaxValue': 0.45}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,426,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Memory of Light,24,0,0,0,"[{'property': 7, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 30, 'implicitMaxValue': 42}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,427,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Grand Memory of Light,25,0,0,0,"[{'property': 7, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 43, 'implicitMaxValue': 60}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,428,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Echo of Solarum,26,0,0,0,"[{'property': 26, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.25, 'implicitMaxValue': 0.4}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,429,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Grand Echo of Solarum,27,0,0,0,"[{'property': 26, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.45, 'implicitMaxValue': 0.75}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,430,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Shadow of the Eclipse,28,0,0,0,"[{'property': 11, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 40, 'implicitMaxValue': 60}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,431,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Grand Shadow of the Eclipse,29,0,0,0,"[{'property': 11, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 61, 'implicitMaxValue': 100}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,432,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Wrath of Rahyeh,30,0,0,0,"[{'property': 51, 'specialTag': 0, 'tags': 1024, 'type': 0, 'implicitValue': 0.15, 'implicitMaxValue': 0.3}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,433,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Grand Wrath of Rahyeh,31,0,0,0,"[{'property': 51, 'specialTag': 0, 'tags': 1024, 'type': 0, 'implicitValue': 0.31, 'implicitMaxValue': 0.5}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,434,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Whisper of Orobyss,32,0,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 16, 'type': 1, 'implicitValue': 0.4, 'implicitMaxValue': 0.6}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,435,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Grand Whisper of Orobyss,33,0,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 16, 'type': 1, 'implicitValue': 0.65, 'implicitMaxValue': 1}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,436,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Flames of the Black Sun,34,0,0,0,"[{'property': 1, 'specialTag': 1, 'tags': 0, 'type': 0, 'implicitValue': 0.4, 'implicitMaxValue': 0.6}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,437,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Grand Flames of the Black Sun,35,0,0,0,"[{'property': 1, 'specialTag': 1, 'tags': 0, 'type': 0, 'implicitValue': 0.65, 'implicitMaxValue': 1}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,438,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Hunger of the Void,36,0,0,0,"[{'property': 51, 'specialTag': 0, 'tags': 256, 'type': 0, 'implicitValue': 0.15, 'implicitMaxValue': 0.3}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,439,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Grand Hunger of the Void,37,0,0,0,"[{'property': 51, 'specialTag': 0, 'tags': 256, 'type': 0, 'implicitValue': 0.31, 'implicitMaxValue': 0.5}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,440,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Strength of the Mountain,38,0,0,0,"[{'property': 38, 'specialTag': 6, 'tags': 0, 'type': 0, 'implicitValue': 10, 'implicitMaxValue': 14}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,441,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Grand Strength of the Mountain,39,0,0,0,"[{'property': 38, 'specialTag': 6, 'tags': 0, 'type': 0, 'implicitValue': 15, 'implicitMaxValue': 22}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,442,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Winds of Oblivion,40,0,0,0,"[{'property': 4, 'specialTag': 0, 'tags': 0, 'type': 1, 'implicitValue': 0.3, 'implicitMaxValue': 0.5}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,443,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Grand Winds of Oblivion,41,0,0,0,"[{'property': 4, 'specialTag': 0, 'tags': 0, 'type': 1, 'implicitValue': 0.51, 'implicitMaxValue': 0.8}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,444,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Depths of Infinity,42,0,0,0,"[{'property': 1, 'specialTag': 30, 'tags': 0, 'type': 0, 'implicitValue': 0.1, 'implicitMaxValue': 0.2}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,445,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Grand Depths of Infinity,43,0,0,0,"[{'property': 1, 'specialTag': 30, 'tags': 0, 'type': 0, 'implicitValue': 0.25, 'implicitMaxValue': 0.5}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,446,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Greed of Darkness,44,0,0,0,"[{'property': 38, 'specialTag': 3, 'tags': 0, 'type': 0, 'implicitValue': 10, 'implicitMaxValue': 14}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,447,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Grand Greed of Darkness,45,0,0,0,"[{'property': 38, 'specialTag': 3, 'tags': 0, 'type': 0, 'implicitValue': 15, 'implicitMaxValue': 22}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,448,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Emptiness of Ash,46,0,0,0,"[{'property': 5, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.2, 'implicitMaxValue': 0.26}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,449,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Grand Emptiness of Ash,47,0,0,0,"[{'property': 5, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.27, 'implicitMaxValue': 0.4}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,450,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Thirst of the Sun,48,0,0,0,"[{'property': 102, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.2, 'implicitMaxValue': 0.3}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,451,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Grand Thirst of the Sun,49,0,0,0,"[{'property': 102, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.35, 'implicitMaxValue': 0.5}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,452,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Hope of the Beginning,50,0,0,0,"[{'property': 104, 'specialTag': 4, 'tags': 0, 'type': 0, 'implicitValue': 0.07, 'implicitMaxValue': 0.14}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,453,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Safety of the Labyrinth,51,0,0,0,"[{'property': 104, 'specialTag': 2, 'tags': 20, 'type': 0, 'implicitValue': 0.1, 'implicitMaxValue': 0.2}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,454,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Remnants of the Living,52,0,0,0,"[{'property': 104, 'specialTag': 2, 'tags': 21, 'type': 0, 'implicitValue': 0.2, 'implicitMaxValue': 0.3}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,455,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Visions of Death,53,0,0,0,"[{'property': 104, 'specialTag': 2, 'tags': 14, 'type': 0, 'implicitValue': 0.25, 'implicitMaxValue': 0.35}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,456,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Inevitability of the Void,54,0,0,0,"[{'property': 104, 'specialTag': 2, 'tags': 15, 'type': 0, 'implicitValue': 0.16, 'implicitMaxValue': 0.26}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,457,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Rot of the World,55,0,0,0,"[{'property': 104, 'specialTag': 2, 'tags': 10, 'type': 0, 'implicitValue': 0.25, 'implicitMaxValue': 0.35}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,458,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Boon of the Scarab,56,0,0,0,"[{'property': 104, 'specialTag': 2, 'tags': 23, 'type': 0, 'implicitValue': 0.25, 'implicitMaxValue': 0.35}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,459,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Shadows of Infinity,57,0,0,0,"[{'property': 104, 'specialTag': 2, 'tags': 22, 'type': 0, 'implicitValue': 0.1, 'implicitMaxValue': 0.2}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,460,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Despair of the Empire,58,0,0,0,"[{'property': 104, 'specialTag': 4, 'tags': 4, 'type': 0, 'implicitValue': 0.25, 'implicitMaxValue': 0.4}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,461,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Vigilance of the Damned,59,0,0,0,"[{'property': 104, 'specialTag': 0, 'tags': 23, 'type': 0, 'implicitValue': 0.3, 'implicitMaxValue': 0.45}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,462,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Subtlety of Slaughter,60,0,0,0,"[{'property': 104, 'specialTag': 0, 'tags': 6, 'type': 0, 'implicitValue': 0.3, 'implicitMaxValue': 0.45}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,463,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Apex of Fortune,61,0,0,0,"[{'property': 104, 'specialTag': 0, 'tags': 17, 'type': 0, 'implicitValue': 0.15, 'implicitMaxValue': 0.3}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,464,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Arrogance of Argentus,62,0,0,0,"[{'property': 104, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.1, 'implicitMaxValue': 0.2}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,465,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Embrace of Ice,63,0,0,0,"[{'property': 104, 'specialTag': 0, 'tags': 1, 'type': 0, 'implicitValue': 0.1, 'implicitMaxValue': 0.2}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,466,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Grip of the Lance,64,0,0,0,"[{'property': 104, 'specialTag': 0, 'tags': 4, 'type': 0, 'implicitValue': 0.15, 'implicitMaxValue': 0.3}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,467,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Right of Conquest,65,0,0,0,"[{'property': 104, 'specialTag': 0, 'tags': 3, 'type': 0, 'implicitValue': 0.15, 'implicitMaxValue': 0.3}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,468,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Reach of Flame,66,0,0,0,"[{'property': 104, 'specialTag': 0, 'tags': 19, 'type': 0, 'implicitValue': 0.15, 'implicitMaxValue': 0.3}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,469,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Binds of Sanctuary,67,0,0,0,"[{'property': 104, 'specialTag': 0, 'tags': 18, 'type': 0, 'implicitValue': 0.15, 'implicitMaxValue': 0.3}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,470,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Slumber of Morditas,68,0,0,0,"[{'property': 104, 'specialTag': 0, 'tags': 22, 'type': 0, 'implicitValue': 0.12, 'implicitMaxValue': 0.25}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,471,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Talon of Granduer,69,0,0,0,"[{'property': 104, 'specialTag': 0, 'tags': 21, 'type': 0, 'implicitValue': 0.15, 'implicitMaxValue': 0.3}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,472,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Vision of the Aurora,70,0,0,0,"[{'property': 104, 'specialTag': 0, 'tags': 20, 'type': 0, 'implicitValue': 0.15, 'implicitMaxValue': 0.3}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,473,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Might of the Siege,71,0,0,0,"[{'property': 104, 'specialTag': 0, 'tags': 2, 'type': 0, 'implicitValue': 0.15, 'implicitMaxValue': 0.3}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,474,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Bastion of Divinity,72,0,0,0,"[{'property': 15, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.25, 'implicitMaxValue': 0.4}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,475,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Grand Bastion of Divinity,73,0,0,0,"[{'property': 15, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.45, 'implicitMaxValue': 0.75}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,476,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Light of the Moon,74,0,0,0,"[{'property': 8, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 30, 'implicitMaxValue': 50}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,477,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Grand Light of the Moon,75,0,0,0,"[{'property': 8, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 51, 'implicitMaxValue': 80}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,478,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Rhythm of the Tide,76,0,0,0,"[{'property': 17, 'specialTag': 0, 'tags': 0, 'type': 1, 'implicitValue': 0.6, 'implicitMaxValue': 1}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,479,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Grand Rhythm of the Tide,77,0,0,0,"[{'property': 17, 'specialTag': 0, 'tags': 0, 'type': 1, 'implicitValue': 10.2, 'implicitMaxValue': 2}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,480,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Chaos of Lagon,78,0,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 2, 'type': 1, 'implicitValue': 0.4, 'implicitMaxValue': 0.6}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,481,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Grand Chaos of Lagon,79,0,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 2, 'type': 1, 'implicitValue': 0.65, 'implicitMaxValue': 1}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,482,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Might of the Sea TItan,80,0,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 4, 'type': 1, 'implicitValue': 0.4, 'implicitMaxValue': 0.6}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,483,Blessing,34,0,0.0,"{'x': 1, 'y': 1}",34,0,0,0,1.0,0,0,0,0,[],Grand Might of the Sea TItan,81,0,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 4, 'type': 1, 'implicitValue': 0.65, 'implicitMaxValue': 1}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
