,displayName,subTypeId,levelRequirement,cannotDrop,itemTags,implicits,addedWeaponRange,attackRate,classRequirement,subClassRequirement,IMSetTier,uniques.1.displayName,uniques.1.overrideLevelRequirement,uniques.1.levelRequirement,uniques.1.uniqueId,uniques.1.setId,uniques.1.rerollChance,uniques.1.noWorldDrops,uniques.1.isFractureUnique,uniques.1.isSetUnique,uniques.1.isLegendary,uniques.1.basicMods,uniques.1.descriptionParts,uniques.1.loreText,uniques.1.sprite,uniques.1.hideLevelRequirement,uniques.2.displayName,uniques.2.overrideLevelRequirement,uniques.2.levelRequirement,uniques.2.uniqueId,uniques.2.setId,uniques.2.rerollChance,uniques.2.noWorldDrops,uniques.2.isFractureUnique,uniques.2.isSetUnique,uniques.2.isLegendary,uniques.2.basicMods,uniques.2.descriptionParts,uniques.2.loreText,uniques.2.sprite,uniques.2.hideLevelRequirement
359,Dragon Heart,58,80,1,0,"[{'property': 7, 'specialTag': 0, 'tags': 0, 'type': 1, 'implicitValue': 0.12, 'implicitMaxValue': 0.2}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,Shortbow,0,0,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 2049, 'type': 0, 'implicitValue': 12, 'implicitMaxValue': 12}]",0.0,10.05,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,Birch Bow,1,6,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 2049, 'type': 0, 'implicitValue': 18, 'implicitMaxValue': 18}, {'property': 4, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.02, 'implicitMaxValue': 0.03}]",0.0,0.98,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,Salvaged Bow,2,13,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 2049, 'type': 0, 'implicitValue': 19, 'implicitMaxValue': 19}, {'property': 0, 'specialTag': 0, 'tags': 4096, 'type': 1, 'implicitValue': 0.15, 'implicitMaxValue': 0.3}]",0.0,10.05,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,Imperial Bow,3,23,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 2049, 'type': 0, 'implicitValue': 24, 'implicitMaxValue': 24}, {'property': 51, 'specialTag': 0, 'tags': 2048, 'type': 0, 'implicitValue': 0.02, 'implicitMaxValue': 0.03}]",0.0,0.95,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,Recurve Bow,4,30,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 2049, 'type': 0, 'implicitValue': 33, 'implicitMaxValue': 33}, {'property': 4, 'specialTag': 0, 'tags': 2048, 'type': 0, 'implicitValue': 0.02, 'implicitMaxValue': 0.04}]",0.0,10.05,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,Northern Bow,5,43,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 2049, 'type': 0, 'implicitValue': 38, 'implicitMaxValue': 38}, {'property': 1, 'specialTag': 2, 'tags': 2048, 'type': 0, 'implicitValue': 0.25, 'implicitMaxValue': 0.45}]",0.0,0.98,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,Longbow,6,50,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 2049, 'type': 0, 'implicitValue': 60, 'implicitMaxValue': 60}]",0.0,0.92,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,Dreadthorn Bow,7,58,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 2049, 'type': 0, 'implicitValue': 48, 'implicitMaxValue': 48}, {'property': 4, 'specialTag': 0, 'tags': 2048, 'type': 0, 'implicitValue': 0.03, 'implicitMaxValue': 0.04}, {'property': 5, 'specialTag': 0, 'tags': 2048, 'type': 0, 'implicitValue': 0.31, 'implicitMaxValue': 0.61}]",0.0,0.98,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,Serpent Bow,8,60,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 2049, 'type': 0, 'implicitValue': 42, 'implicitMaxValue': 42}, {'property': 1, 'specialTag': 7, 'tags': 2048, 'type': 0, 'implicitValue': 0.24, 'implicitMaxValue': 0.6}, {'property': 42, 'specialTag': 7, 'tags': 0, 'type': 0, 'implicitValue': 0.1, 'implicitMaxValue': 0.2}]",0.0,10.05,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,Osprix Bow,9,62,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 2049, 'type': 0, 'implicitValue': 30, 'implicitMaxValue': 30}, {'property': 0, 'specialTag': 0, 'tags': 2056, 'type': 0, 'implicitValue': 16, 'implicitMaxValue': 26}, {'property': 0, 'specialTag': 0, 'tags': 2176, 'type': 1, 'implicitValue': 0.6, 'implicitMaxValue': 0.9}]",0.0,0.98,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,Obsidian Bow,10,72,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 2049, 'type': 0, 'implicitValue': 45, 'implicitMaxValue': 45}, {'property': 4, 'specialTag': 0, 'tags': 2048, 'type': 0, 'implicitValue': 0.03, 'implicitMaxValue': 0.04}, {'property': 0, 'specialTag': 0, 'tags': 1, 'type': 1, 'implicitValue': 0.4, 'implicitMaxValue': 1}]",0.0,10.1,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,Small Eterran Idol,0,0,0,0,[],0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,Small Lagonian Idol,0,0,0,0,[],0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,Humble Eterran Idol,0,0,0,0,[],0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,Stout Lagonian Idol,0,0,0,0,[],0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,Grand Heorot Idol,0,0,0,0,[],0.0,1.0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,Grand Glass Idol,1,0,0,0,[],0.0,1.0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,Grand Solar Idol,2,0,0,0,[],0.0,1.0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,Grand Bone Idol,3,0,0,0,[],0.0,1.0,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,Grand Majasan Idol,4,0,0,0,[],0.0,1.0,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,Large Nomad Idol,0,0,0,0,[],0.0,1.0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,Large Arcane Idol,1,0,0,0,[],0.0,1.0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,Large Rahyeh Idol,2,0,0,0,[],0.0,1.0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,Large Immortal Idol,3,0,0,0,[],0.0,1.0,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,Large Shadow Idol,4,0,0,0,[],0.0,1.0,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,Ornate Heorot Idol,0,0,0,0,[],0.0,1.0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,Ornate Glass Idol,1,0,0,0,[],0.0,1.0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,Ornate Solar Idol,2,0,0,0,[],0.0,1.0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,Ornate Bone Idol,3,0,0,0,[],0.0,1.0,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,Ornate Majasan Idol,4,0,0,0,[],0.0,1.0,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,Huge Nomad Idol,0,0,0,0,[],0.0,1.0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,Huge Arcane Idol,1,0,0,0,[],0.0,1.0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,Huge Rahyeh Idol,2,0,0,0,[],0.0,1.0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,Huge Immortal Idol,3,0,0,0,[],0.0,1.0,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,Huge Shadow Idol,4,0,0,0,[],0.0,1.0,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,Adorned Heorot Idol,0,0,0,0,[],0.0,1.0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,Adorned Arcane Idol,1,0,0,0,[],0.0,1.0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Adorned Rahyeh Idol,2,0,0,0,[],0.0,1.0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,Adorned Immortal Idol,3,0,0,0,[],0.0,1.0,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,Adorned Majasan Idol,4,0,0,0,[],0.0,1.0,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,Adorned Silver Idol,5,0,1,0,[],0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,Adorned Volcano Idol,6,0,1,0,[],0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,Pride of Rebellion,0,0,1,0,"[{'property': 104, 'specialTag': 0, 'tags': 29, 'type': 0, 'implicitValue': 0.3, 'implicitMaxValue': 0.5}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,Grand Pride of Rebellion,1,0,1,0,"[{'property': 104, 'specialTag': 0, 'tags': 29, 'type': 0, 'implicitValue': 0.51, 'implicitMaxValue': 1}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,Sight of the Outcasts,2,0,1,0,"[{'property': 104, 'specialTag': 0, 'tags': 30, 'type': 0, 'implicitValue': 0.3, 'implicitMaxValue': 0.5}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,Grand Sight of the Outcasts,3,0,1,0,"[{'property': 104, 'specialTag': 0, 'tags': 30, 'type': 0, 'implicitValue': 0.51, 'implicitMaxValue': 1}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,Curse of Flesh,4,0,1,0,"[{'property': 104, 'specialTag': 0, 'tags': 32, 'type': 0, 'implicitValue': 0.3, 'implicitMaxValue': 0.5}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,Grand Curse of Flesh,5,0,1,0,"[{'property': 104, 'specialTag': 0, 'tags': 32, 'type': 0, 'implicitValue': 0.51, 'implicitMaxValue': 1}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,Favor of Souls,6,0,1,0,"[{'property': 104, 'specialTag': 0, 'tags': 31, 'type': 0, 'implicitValue': 0.3, 'implicitMaxValue': 0.5}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,Grand Favor of Souls,7,0,0,0,"[{'property': 104, 'specialTag': 0, 'tags': 31, 'type': 0, 'implicitValue': 0.51, 'implicitMaxValue': 1}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,Mark of Agony,8,0,0,0,"[{'property': 104, 'specialTag': 0, 'tags': 33, 'type': 0, 'implicitValue': 0.3, 'implicitMaxValue': 0.5}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,Grand Mark of Agony,9,0,0,0,"[{'property': 104, 'specialTag': 0, 'tags': 33, 'type': 0, 'implicitValue': 0.51, 'implicitMaxValue': 1}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,Memory of the Living,10,0,0,0,"[{'property': 104, 'specialTag': 1, 'tags': 2, 'type': 0, 'implicitValue': 0.1, 'implicitMaxValue': 0.15}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,Grand Memory of the Living,11,0,0,0,"[{'property': 104, 'specialTag': 1, 'tags': 2, 'type': 0, 'implicitValue': 0.16, 'implicitMaxValue': 0.25}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,Sign of Torment,12,0,0,0,"[{'property': 104, 'specialTag': 1, 'tags': 1, 'type': 0, 'implicitValue': 0.1, 'implicitMaxValue': 0.15}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,Grand Sign of Torment,13,0,0,0,"[{'property': 104, 'specialTag': 1, 'tags': 1, 'type': 0, 'implicitValue': 0.16, 'implicitMaxValue': 0.25}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,Cruelty of Formosus,14,0,0,0,"[{'property': 104, 'specialTag': 0, 'tags': 10, 'type': 0, 'implicitValue': 0.3, 'implicitMaxValue': 0.45}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,Savior of the North,15,0,0,0,"[{'property': 104, 'specialTag': 0, 'tags': 8, 'type': 0, 'implicitValue': 0.3, 'implicitMaxValue': 0.45}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,Chill of Death,16,0,0,0,"[{'property': 104, 'specialTag': 0, 'tags': 15, 'type': 0, 'implicitValue': 0.3, 'implicitMaxValue': 0.45}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,Enmity of the Clans,17,0,0,0,"[{'property': 104, 'specialTag': 0, 'tags': 9, 'type': 0, 'implicitValue': 0.3, 'implicitMaxValue': 0.45}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,Ambition of the Empire,18,0,0,0,"[{'property': 104, 'specialTag': 0, 'tags': 16, 'type': 0, 'implicitValue': 0.3, 'implicitMaxValue': 0.45}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,Scars of Blood,19,0,0,0,"[{'property': 104, 'specialTag': 0, 'tags': 5, 'type': 0, 'implicitValue': 0.3, 'implicitMaxValue': 0.45}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,Favor of the Wengari,20,0,0,0,"[{'property': 104, 'specialTag': 0, 'tags': 12, 'type': 0, 'implicitValue': 0.3, 'implicitMaxValue': 0.45}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,Resolve of Frost,21,0,0,0,"[{'property': 104, 'specialTag': 0, 'tags': 7, 'type': 0, 'implicitValue': 0.3, 'implicitMaxValue': 0.45}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,Shards of Unity,22,0,0,0,"[{'property': 104, 'specialTag': 0, 'tags': 13, 'type': 0, 'implicitValue': 0.3, 'implicitMaxValue': 0.45}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,Remorse of Heorot,23,0,0,0,"[{'property': 104, 'specialTag': 0, 'tags': 14, 'type': 0, 'implicitValue': 0.3, 'implicitMaxValue': 0.45}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,Memory of Light,24,0,0,0,"[{'property': 7, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 30, 'implicitMaxValue': 42}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,Grand Memory of Light,25,0,0,0,"[{'property': 7, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 43, 'implicitMaxValue': 60}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,Echo of Solarum,26,0,0,0,"[{'property': 26, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.25, 'implicitMaxValue': 0.4}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,Grand Echo of Solarum,27,0,0,0,"[{'property': 26, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.45, 'implicitMaxValue': 0.75}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,Shadow of the Eclipse,28,0,0,0,"[{'property': 11, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 40, 'implicitMaxValue': 60}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,Grand Shadow of the Eclipse,29,0,0,0,"[{'property': 11, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 61, 'implicitMaxValue': 100}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,Wrath of Rahyeh,30,0,0,0,"[{'property': 51, 'specialTag': 0, 'tags': 1024, 'type': 0, 'implicitValue': 0.15, 'implicitMaxValue': 0.3}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,Grand Wrath of Rahyeh,31,0,0,0,"[{'property': 51, 'specialTag': 0, 'tags': 1024, 'type': 0, 'implicitValue': 0.31, 'implicitMaxValue': 0.5}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,Whisper of Orobyss,32,0,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 16, 'type': 1, 'implicitValue': 0.4, 'implicitMaxValue': 0.6}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,Grand Whisper of Orobyss,33,0,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 16, 'type': 1, 'implicitValue': 0.65, 'implicitMaxValue': 1}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,Flames of the Black Sun,34,0,0,0,"[{'property': 1, 'specialTag': 1, 'tags': 0, 'type': 0, 'implicitValue': 0.4, 'implicitMaxValue': 0.6}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,Grand Flames of the Black Sun,35,0,0,0,"[{'property': 1, 'specialTag': 1, 'tags': 0, 'type': 0, 'implicitValue': 0.65, 'implicitMaxValue': 1}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,Hunger of the Void,36,0,0,0,"[{'property': 51, 'specialTag': 0, 'tags': 256, 'type': 0, 'implicitValue': 0.15, 'implicitMaxValue': 0.3}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,Grand Hunger of the Void,37,0,0,0,"[{'property': 51, 'specialTag': 0, 'tags': 256, 'type': 0, 'implicitValue': 0.31, 'implicitMaxValue': 0.5}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,Strength of the Mountain,38,0,0,0,"[{'property': 38, 'specialTag': 6, 'tags': 0, 'type': 0, 'implicitValue': 10, 'implicitMaxValue': 14}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,Grand Strength of the Mountain,39,0,0,0,"[{'property': 38, 'specialTag': 6, 'tags': 0, 'type': 0, 'implicitValue': 15, 'implicitMaxValue': 22}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,Winds of Oblivion,40,0,0,0,"[{'property': 4, 'specialTag': 0, 'tags': 0, 'type': 1, 'implicitValue': 0.3, 'implicitMaxValue': 0.5}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,Grand Winds of Oblivion,41,0,0,0,"[{'property': 4, 'specialTag': 0, 'tags': 0, 'type': 1, 'implicitValue': 0.51, 'implicitMaxValue': 0.8}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,Depths of Infinity,42,0,0,0,"[{'property': 1, 'specialTag': 30, 'tags': 0, 'type': 0, 'implicitValue': 0.1, 'implicitMaxValue': 0.2}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,Grand Depths of Infinity,43,0,0,0,"[{'property': 1, 'specialTag': 30, 'tags': 0, 'type': 0, 'implicitValue': 0.25, 'implicitMaxValue': 0.5}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,Greed of Darkness,44,0,0,0,"[{'property': 38, 'specialTag': 3, 'tags': 0, 'type': 0, 'implicitValue': 10, 'implicitMaxValue': 14}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,Grand Greed of Darkness,45,0,0,0,"[{'property': 38, 'specialTag': 3, 'tags': 0, 'type': 0, 'implicitValue': 15, 'implicitMaxValue': 22}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,Emptiness of Ash,46,0,0,0,"[{'property': 5, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.2, 'implicitMaxValue': 0.26}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,Grand Emptiness of Ash,47,0,0,0,"[{'property': 5, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.27, 'implicitMaxValue': 0.4}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,Thirst of the Sun,48,0,0,0,"[{'property': 102, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.2, 'implicitMaxValue': 0.3}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,Grand Thirst of the Sun,49,0,0,0,"[{'property': 102, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.35, 'implicitMaxValue': 0.5}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,Hope of the Beginning,50,0,0,0,"[{'property': 104, 'specialTag': 4, 'tags': 0, 'type': 0, 'implicitValue': 0.07, 'implicitMaxValue': 0.14}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,Safety of the Labyrinth,51,0,0,0,"[{'property': 104, 'specialTag': 2, 'tags': 20, 'type': 0, 'implicitValue': 0.1, 'implicitMaxValue': 0.2}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,Remnants of the Living,52,0,0,0,"[{'property': 104, 'specialTag': 2, 'tags': 21, 'type': 0, 'implicitValue': 0.2, 'implicitMaxValue': 0.3}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,Visions of Death,53,0,0,0,"[{'property': 104, 'specialTag': 2, 'tags': 14, 'type': 0, 'implicitValue': 0.25, 'implicitMaxValue': 0.35}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,Inevitability of the Void,54,0,0,0,"[{'property': 104, 'specialTag': 2, 'tags': 15, 'type': 0, 'implicitValue': 0.16, 'implicitMaxValue': 0.26}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,Rot of the World,55,0,0,0,"[{'property': 104, 'specialTag': 2, 'tags': 10, 'type': 0, 'implicitValue': 0.25, 'implicitMaxValue': 0.35}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,Boon of the Scarab,56,0,0,0,"[{'property': 104, 'specialTag': 2, 'tags': 23, 'type': 0, 'implicitValue': 0.25, 'implicitMaxValue': 0.35}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,Shadows of Infinity,57,0,0,0,"[{'property': 104, 'specialTag': 2, 'tags': 22, 'type': 0, 'implicitValue': 0.1, 'implicitMaxValue': 0.2}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,Despair of the Empire,58,0,0,0,"[{'property': 104, 'specialTag': 4, 'tags': 4, 'type': 0, 'implicitValue': 0.25, 'implicitMaxValue': 0.4}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,Vigilance of the Damned,59,0,0,0,"[{'property': 104, 'specialTag': 0, 'tags': 23, 'type': 0, 'implicitValue': 0.3, 'implicitMaxValue': 0.45}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,Subtlety of Slaughter,60,0,0,0,"[{'property': 104, 'specialTag': 0, 'tags': 6, 'type': 0, 'implicitValue': 0.3, 'implicitMaxValue': 0.45}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,Apex of Fortune,61,0,0,0,"[{'property': 104, 'specialTag': 0, 'tags': 17, 'type': 0, 'implicitValue': 0.15, 'implicitMaxValue': 0.3}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,Arrogance of Argentus,62,0,0,0,"[{'property': 104, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.1, 'implicitMaxValue': 0.2}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,Embrace of Ice,63,0,0,0,"[{'property': 104, 'specialTag': 0, 'tags': 1, 'type': 0, 'implicitValue': 0.1, 'implicitMaxValue': 0.2}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,Grip of the Lance,64,0,0,0,"[{'property': 104, 'specialTag': 0, 'tags': 4, 'type': 0, 'implicitValue': 0.15, 'implicitMaxValue': 0.3}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,Right of Conquest,65,0,0,0,"[{'property': 104, 'specialTag': 0, 'tags': 3, 'type': 0, 'implicitValue': 0.15, 'implicitMaxValue': 0.3}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,Reach of Flame,66,0,0,0,"[{'property': 104, 'specialTag': 0, 'tags': 19, 'type': 0, 'implicitValue': 0.15, 'implicitMaxValue': 0.3}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,Binds of Sanctuary,67,0,0,0,"[{'property': 104, 'specialTag': 0, 'tags': 18, 'type': 0, 'implicitValue': 0.15, 'implicitMaxValue': 0.3}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,Slumber of Morditas,68,0,0,0,"[{'property': 104, 'specialTag': 0, 'tags': 22, 'type': 0, 'implicitValue': 0.12, 'implicitMaxValue': 0.25}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,Talon of Granduer,69,0,0,0,"[{'property': 104, 'specialTag': 0, 'tags': 21, 'type': 0, 'implicitValue': 0.15, 'implicitMaxValue': 0.3}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,Vision of the Aurora,70,0,0,0,"[{'property': 104, 'specialTag': 0, 'tags': 20, 'type': 0, 'implicitValue': 0.15, 'implicitMaxValue': 0.3}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
